,smiles,anchor,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
8354,N#C/C(=C\c1ccc(OCC(=O)O)cc1)C(=O)N1CCOCC1,,0.0056961449372265,0.3840671660577704,0.069,0.258,0.189,-0.189,-0.31,-0.068,0.074,-0.485,0.485,0.242,0.231,0.326,4.138999999999999
8355,CC(CNC(=O)NCCNC(=O)N(C)C)C(=O)O,,0.067949496702786,0.3288696841499365,0.005,0.136,0.13,-0.13,-0.304,0.043,0.024,-0.991,0.991,0.348,0.333,0.141,2.875
8356,O=C(O)[C@H]1C[C@@H](O)CN1C(=O)c1cccc(Br)c1,,0.0228213290710817,0.3829646863925006,0.038,0.218,0.18,-0.18,-0.328,-0.032,0.055,-0.623,0.623,0.296,0.291,0.256,3.374
8357,CCSCCC(C)N(C)CC(=O)O,,0.0633190821086535,0.3030716599826267,0.005,0.125,0.12,-0.12,-0.281,0.041,0.022,-0.981,0.981,0.322,0.312,0.13,3.109
8358,COc1c(C(=O)O)oc2ccc(Cl)cc12,,0.0146629795480863,0.3638550388611601,0.045,0.22,0.175,-0.175,-0.306,-0.043,0.058,-0.445,0.445,0.262,0.247,0.265,3.813
8359,Cn1nc(-c2ccccc2)cc1C(=O)N[C@H](CC(=O)NC1CCCC1)C(=O)O,,0.026202266711242,0.3372117802838102,0.027,0.183,0.156,-0.156,-0.293,-0.018,0.044,-0.6759999999999999,0.6759999999999999,0.276,0.257,0.21,3.627
8360,CCC=CCC=CCC=CCC=CCCC=CCC(CC)C(=O)O,,0.0627678422760187,0.3228795446353047,0.006,0.136,0.13,-0.13,-0.298,0.038,0.025,-0.472,0.472,0.335,0.325,0.143,2.983
8361,COc1cc(/C=C2/SC(=Nc3cccc(C(=O)O)c3)N(C)C2=O)cc(Br)c1OC,,0.0062473847698613,0.3551454495055298,0.061,0.235,0.174,-0.174,-0.288,-0.061,0.067,-0.615,0.615,0.228,0.213,0.296,4.391
8362,CC(=O)OC1CC[C@]2(C)[C@@H]3CC(=O)/C(=C(/C)C(=O)/C=C/C(C)=C/C=C/C(C)(C)O)[C@@]3(C)CC[C@H]2C1(C)C(=O)O,,0.0097018210543729,0.3197926015725497,0.045,0.2,0.155,-0.155,-0.265,-0.045,0.055,-0.583,0.583,0.22,0.176,0.246,4.5360000000000005
8363,[N-]=[N+]=NOc1cccc(C(=O)O)c1Br,,0.010216311564832,0.3954594559322233,0.06,0.252,0.193,-0.193,-0.326,-0.059,0.07,-0.723,0.723,0.266,0.244,0.312,3.753
8364,CCSC(c1cccc(-c2ccccc2C(=O)O)c1)c1ccccc1O,,0.020983862962299,0.3196088549616714,0.03,0.179,0.149,-0.149,-0.275,-0.023,0.044,-0.976,0.976,0.252,0.235,0.208,3.965
8365,O=C(O)c1nc2nccc(=O)n2[nH]1,,0.0047039132384838,0.3956799518652773,0.075,0.27,0.195,-0.195,-0.317,-0.074,0.079,-0.726,0.726,0.243,0.184,0.345,4.1110000000000015
8366,Cc1ccc2cc([C@@H]3CC(c4ccc(Br)cc4)=NN3C(=O)CCC(=O)O)c(Cl)nc2c1,,0.0116127858075069,0.3452966311624543,0.047,0.214,0.1669999999999999,-0.1669999999999999,-0.288,-0.046,0.058,-0.927,0.927,0.242,0.218,0.26,4.136
8367,CC1CCCC(C)N1C(=O)COc1ccc(C(=O)N/N=C\c2ccc(C(=O)O)cc2)cc1,,0.0073866137573066,0.3688161973548735,0.061,0.241,0.181,-0.181,-0.301,-0.061,0.068,-0.87,0.87,0.24,0.234,0.302,4.1610000000000005
8368,Cc1ccc(C)c(-c2ccc(F)cc2C(=O)O)c1,,0.0192933941422188,0.3413644536896592,0.035,0.196,0.161,-0.161,-0.292,-0.03,0.05,-0.937,0.937,0.261,0.243,0.231,3.825
8369,CC(C)(C(=O)O)C1CCN(Cc2ccc([C@H]3COc4cccnc4O3)cc2)CC1,,0.0400200118492882,0.3233940351457639,0.016,0.157,0.142,-0.142,-0.289,0.006,0.034,-0.915,0.915,0.295,0.292,0.173,3.384
8370,O=C(O)CC(O)C(=O)c1ccccc1,,0.0153612166694237,0.4087627105598105,0.053,0.249,0.197,-0.197,-0.342,-0.051,0.066,-0.804,0.804,0.291,0.289,0.302,3.432
8371,O=C(O)CN(CC1CC1)c1n[nH]c(=O)[nH]c1=O,,0.0223435878827982,0.3305601529700166,0.03,0.184,0.154,-0.154,-0.285,-0.023,0.045,-0.6459999999999999,0.6459999999999999,0.262,0.192,0.214,3.811
8372,O=C(O)c1cc(-c2ccc(Br)s2)nc2c(Br)cc(Br)cc12,,0.0017639674644314,0.368007712267009,0.081,0.264,0.183,-0.183,-0.288,-0.078,0.08,-0.607,0.607,0.21,0.182,0.345,4.751
8373,C=c1c2cccc3cc(-n4c(C)ccc4C)cc(c(=O)n1CCCC(=O)O)c32,,0.0027561991631741,0.3331693548444882,0.067,0.233,0.165,-0.165,-0.264,-0.066,0.069,-0.983,0.983,0.198,0.178,0.3,5.043
8374,C=C(C)C(=O)OCC(=O)OC(CC(C)C)C(F)(F)C(=O)O,,0.0313839211380093,0.3120017452713109,0.019,0.16,0.14,-0.14,-0.276,-0.005,0.036,-0.936,0.936,0.271,0.203,0.179,3.695
8375,CC1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)CC3C(OC(=O)CCCCC(=O)O)C21,,0.0016169701757288,0.3942099789782511,0.088,0.285,0.196,-0.196,-0.308,-0.085,0.086,-0.962,0.962,0.223,0.216,0.373,4.481
8376,CCOP(=O)(OCC)C(N(CC(C)(C)C)OC(C)(C)C(=O)O)C(C)(C)C,,0.074454126727877,0.3224753020913725,0.004,0.128,0.124,-0.124,-0.301,0.053,0.022,-0.915,0.915,0.353,0.325,0.131,2.83
8377,O=C(NCCn1ccnc1)c1ccc(Cn2cc(-c3cccc(C(=O)O)n3)nn2)cc1,,0.0177131732886657,0.3516542638988426,0.039,0.206,0.1669999999999999,-0.1669999999999999,-0.299,-0.035,0.053,-0.998,0.998,0.264,0.247,0.244,3.793
8378,CC/C(=C\c1ccc(NC(=O)C2(NC(=O)OC(C)(C)C)CCC2)cc1)C(=O)O,,0.0225273344936765,0.3218138142922107,0.028,0.178,0.15,-0.15,-0.278,-0.021,0.044,-0.578,0.578,0.257,0.217,0.206,3.886
8379,O=C(c1[nH]nc2nc(F)ccc12)N1CCN2CCC1CC2.O=CO,,0.0257980241673098,0.3086575569533262,0.023,0.165,0.141,-0.141,-0.27,-0.013,0.039,-0.863,0.863,0.256,0.252,0.188,3.899
8380,O=C(O)CSc1nnc(C2CCS(=O)(=O)C2)o1,,0.045899903397393,0.350441536267046,0.016,0.168,0.152,-0.152,-0.315,0.01,0.036,-0.615,0.615,0.325,0.268,0.183,3.077
8381,O=C(O)Cc1ccc(S(=O)CCN2CCOCC2)cc1,,0.0309429292719015,0.3034759025265589,0.019,0.155,0.136,-0.136,-0.268,-0.004,0.035,-0.925,0.925,0.264,0.231,0.174,3.786
8382,C[C@H](/C=C/[C@@H](C)CCC[C@@H](C)C/C=C\C(=O)O)C/C=C/C#C/C=C/C(C)(C)C(O)c1cccc(O)c1Br,,0.0266432585773498,0.3042843876144233,0.022,0.161,0.139,-0.139,-0.267,-0.011,0.038,-1.0,1.0,0.256,0.223,0.183,3.913
8383,CC(O)(CNC(=O)C=Cc1ccc(F)c(Cl)c1)CC(=O)O,,0.0119067803849122,0.3745490916142757,0.052,0.233,0.181,-0.181,-0.311,-0.051,0.063,-0.452,0.452,0.26,0.237,0.285,3.846
8384,O=C(O)C1(c2ccc(-c3ccc(Cl)cc3)c(OCC(F)(F)F)c2)CCC1,,0.0278192368869708,0.3380570146938502,0.026,0.181,0.155,-0.155,-0.295,-0.015,0.043,-0.421,0.421,0.28,0.249,0.207,3.573
8385,C=CCn1cc(C(=O)O)c(=O)c2cc(F)c(F)cc21,,0.0169414375229769,0.3554761934051107,0.04,0.21,0.1689999999999999,-0.1689999999999999,-0.301,-0.037,0.054,-0.563,0.563,0.264,0.245,0.25,3.791
8386,Cc1ccc(-n2nnc(C(=O)N3CCCC(CCC(=O)O)C3)c2C)cc1,,0.0312369238493067,0.3432019197984421,0.024,0.18,0.156,-0.156,-0.301,-0.011,0.042,-0.9,0.9,0.291,0.28,0.204,3.439
8387,CCOC(Cc1ccc(OCCN(CCCCCCC(F)(F)F)C(=O)Oc2ccccc2F)cc1)C(=O)O,,0.0408284969371526,0.3160441707106329,0.014,0.152,0.138,-0.138,-0.284,0.008,0.032,-0.996,0.996,0.292,0.255,0.166,3.424
8388,Cc1ccc(O)c(-c2cc(C(=O)O)on2)c1C,,0.0109145486861695,0.3566521717147317,0.05,0.223,0.173,-0.173,-0.296,-0.05,0.061,-0.948,0.948,0.246,0.217,0.274,4.062
8389,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)=O)cc1.O=S,,0.0047406625606594,0.3502577896561678,0.064,0.237,0.173,-0.173,-0.282,-0.064,0.068,-0.434,0.434,0.218,0.193,0.301,4.582
8390,Cc1nc(CNC(=O)CCc2cccnc2)sc1C(=O)O,,0.0183746610878274,0.3850961470786886,0.044,0.227,0.183,-0.183,-0.326,-0.04,0.059,-0.985,0.985,0.286,0.278,0.271,3.498
8391,COC1CC(CC(=O)O)N(C(=O)c2ccc(-c3ccccc3)[nH]2)C1,,0.0238135607698244,0.3121487425600135,0.026,0.17,0.144,-0.144,-0.271,-0.017,0.041,-0.48,0.48,0.254,0.214,0.195,3.934
8392,COc1ccc(-c2cc(OC(C(=O)O)c3ccccc3)nc(-c3cccs3)c2)cc1,,0.0212778575397042,0.3160074213884573,0.029,0.176,0.147,-0.147,-0.273,-0.022,0.043,-0.505,0.505,0.251,0.24,0.205,3.99
8393,CCc1c(-c2ccccc2C)[nH]c(C=O)c1C(=O)O,,0.0138912437823975,0.3459948682837917,0.043,0.209,0.166,-0.166,-0.291,-0.0409999999999999,0.055,-0.649,0.649,0.249,0.213,0.252,4.012
8394,Cc1c([N+](=O)[O-])ccc(Br)c1C(O)C(=O)O,,0.0119067803849122,0.4025520751121248,0.0579999999999999,0.253,0.195,-0.195,-0.3339999999999999,-0.057,0.069,-0.644,0.644,0.276,0.265,0.311,3.618
8395,Cc1cscc1C(=O)Nc1cccc(/C=C/C(=O)O)c1,,0.010326559531359,0.370249420919724,0.054,0.2339999999999999,0.18,-0.18,-0.306,-0.054,0.064,-0.637,0.637,0.252,0.244,0.288,3.967
8396,CCc1ccc(C(COC)NC(=O)CC(C)(C)C(=O)O)o1,,0.0569614493722652,0.3090250501750829,0.0069999999999999,0.133,0.126,-0.126,-0.284,0.032,0.025,-0.5870000000000001,0.5870000000000001,0.316,0.278,0.14,3.168
8397,CCN(CCC(=O)O)C(=O)C1(c2ccc(F)cc2)CCCC1,,0.0430702055898676,0.3446718926854681,0.016,0.1669999999999999,0.151,-0.151,-0.309,0.0069999999999999,0.036,-0.654,0.654,0.316,0.307,0.184,3.167
8398,CC(=O)O[C@H]1CC[C@]2(C)C3=C([C@H](OC(C)=O)C[C@H]2C1(C)C)[C@]1(C)[C@@H](O)C[C@H]([C@H](C)CC/C=C(\C)C(=O)O)[C@@]1(C)CC3,,0.0353160986108044,0.3287226868612339,0.019,0.166,0.147,-0.147,-0.292,-0.002,0.037,-0.994,0.994,0.29,0.253,0.185,3.452
8399,CC(NC(=O)CNC(=O)COc1ccc(Cl)cc1)C(=O)O,,0.037484308619168,0.3405927179239705,0.019,0.171,0.152,-0.152,-0.303,-0.001,0.038,-0.621,0.621,0.302,0.284,0.19,3.3110000000000004
8400,Cc1ccc(Br)cc1CCN(C)CCC(=O)O,,0.0468553857739601,0.3341248372210552,0.013,0.157,0.144,-0.144,-0.301,0.0139999999999999,0.033,-0.698,0.698,0.316,0.31,0.17,3.168
8401,Cc1ccc(-c2c(C)c3c(c(C)c2[C@H](OC(C)(C)C)C(=O)O)NC(=O)C2(CCCCC2)C3)cc1,,0.0411592408367335,0.3073345813550027,0.013,0.146,0.133,-0.133,-0.276,0.01,0.031,-0.67,0.67,0.287,0.263,0.159,3.488
8402,N#CCc1ccc(S(=O)(=O)N(CC(N)=O)CC(=O)O)cc1,,0.0227478304267304,0.3888813272627811,0.039,0.222,0.183,-0.183,-0.3329999999999999,-0.033,0.0559999999999999,-0.925,0.925,0.3,0.284,0.261,3.334
8403,CCCCN(Cc1ccc(-c2ccccc2)c(-c2nn[nH]n2)c1)C(=O)N(CC(N)=O)c1ncccc1C(=O)O,,0.01767642396649,0.3419891921666453,0.037,0.1989999999999999,0.162,-0.162,-0.291,-0.033,0.051,-0.951,0.951,0.258,0.244,0.236,3.881
8404,CCNC(=O)N1CC(N(CC(=O)O)Cc2ccc(-c3cc4nccc(Oc5ccc(NC(=O)NC6CC6)cc5F)c4s3)nc2)C1,,0.0059901395146317,0.3214095717482785,0.054,0.212,0.158,-0.158,-0.261,-0.054,0.06,-0.898,0.898,0.208,0.183,0.266,4.8180000000000005
8405,CCCCC[C@H](O)C=C[C@H]1[C@H]2CC(CCCCC(=O)O)=C[C@H]2C[C@H]1O,,0.0557119724182929,0.3079960691541645,0.0069999999999999,0.133,0.126,-0.126,-0.283,0.03,0.025,-0.971,0.971,0.313,0.294,0.141,3.196
8406,O=C(O)CCCN1C(=O)C(=CC=Cc2ccccc2[N+](=O)[O-])SC1=S,,7.349864435130999e-05,0.3914170304929013,0.105,0.301,0.196,-0.196,-0.296,-0.095,0.095,-0.523,0.523,0.201,0.182,0.406,4.976
8407,O=C(O)CN(C(=O)C1(c2ccccc2)CCC1)C1CC1,,0.0569247000500895,0.3282081963507747,0.009,0.144,0.136,-0.136,-0.3,0.0289999999999999,0.0279999999999999,-0.579,0.579,0.3289999999999999,0.321,0.153,3.037
8408,COc1ccc([N+](=O)[O-])c(Sc2ccccc2C(=O)O)n1,,0.0077173576568875,0.3583058912126362,0.057,0.233,0.175,-0.175,-0.293,-0.057,0.065,-0.8009999999999999,0.8009999999999999,0.236,0.2,0.29,4.244
8409,Cc1cccc(C)c1N1C(=O)OCC1CCC(=O)O,,0.052294285455957,0.3386817531708364,0.011,0.155,0.143,-0.143,-0.307,0.021,0.031,-0.5489999999999999,0.5489999999999999,0.3289999999999999,0.325,0.166,3.044
8410,CC(C)c1c(C(=O)N2CC(C(=O)O)O[C@H](C)C2)cnn1-c1ccc(F)cc1,,0.0361613330208445,0.3439001569197794,0.02,0.174,0.154,-0.154,-0.305,-0.003,0.039,-0.5329999999999999,0.5329999999999999,0.302,0.296,0.195,3.3160000000000003
8411,Cc1ccc(OC2(C(=O)O)CCCCC2)cc1C,,0.0496850835814855,0.3181388820746452,0.01,0.145,0.134,-0.134,-0.289,0.021,0.0289999999999999,-0.599,0.599,0.31,0.275,0.155,3.23
8412,CC1(O)CCN(C(=O)NCc2ccc(C(=O)O)o2)C1,,0.0277824875647951,0.3612458369866885,0.0289999999999999,0.196,0.1669999999999999,-0.1669999999999999,-0.314,-0.019,0.047,-0.573,0.573,0.295,0.285,0.226,3.394
8413,CCN(C(=O)c1cc(=O)[nH]c(=O)[nH]1)C(C)(C)C(=O)O,,0.0181541651547735,0.3880360928527409,0.045,0.23,0.185,-0.185,-0.3279999999999999,-0.0409999999999999,0.06,-0.5539999999999999,0.5539999999999999,0.287,0.272,0.2739999999999999,3.484
8414,CCCCCCCC/C=C/CCCCCCC(C(=O)O)c1ccc([N+](=O)[O-])cc1,,0.0079011042677658,0.3806127297732587,0.062,0.248,0.186,-0.186,-0.311,-0.062,0.07,-0.996,0.996,0.249,0.217,0.31,4.013999999999999
8415,CCC(CC)(CC(=O)O)NC(=O)CCNC(=O)c1ccc2ccccc2c1,,0.0171619334560308,0.3483100755808581,0.039,0.204,0.166,-0.166,-0.296,-0.036,0.053,-0.385,0.385,0.26,0.2339999999999999,0.243,3.846
8416,Cc1ccccc1CC(C)N(C)C(=O)c1ccnc(C(=O)O)c1,,0.0173456800669091,0.3635977936059305,0.0409999999999999,0.215,0.173,-0.173,-0.308,-0.038,0.0559999999999999,-0.977,0.977,0.27,0.261,0.256,3.706
8417,Cc1cc(NC(=O)/C=C/c2ccc(Br)o2)c(C(=O)O)[nH]1,,0.0111350446192234,0.3385715052043094,0.046,0.21,0.1639999999999999,-0.1639999999999999,-0.282,-0.046,0.057,-0.634,0.634,0.236,0.2289999999999999,0.256,4.2330000000000005
8418,CC(C)(C)OC(=O)N[C@H](Cc1cccc(C(F)(F)F)c1)C(=O)O,,0.032265904870225,0.3762763097565315,0.0279999999999999,0.2,0.172,-0.172,-0.3289999999999999,-0.015,0.047,-0.812,0.812,0.314,0.296,0.2269999999999999,3.18
8419,COc1ccc2c(c1)C(=O)c1cc(C(=O)O)ccc1C2,,0.0105470554644129,0.3594451202000815,0.052,0.226,0.174,-0.174,-0.298,-0.051,0.062,-0.741,0.741,0.247,0.207,0.278,4.056
8420,COc1c(C)cc(C2(C(=O)O)CCCC2)cc1C,,0.0529557732551188,0.3221813075139673,0.01,0.144,0.135,-0.135,-0.294,0.024,0.0279999999999999,-0.473,0.473,0.318,0.309,0.154,3.142
8421,O=C(O)c1nn(CCF)c(=O)c2ccccc12,,0.0112085432635747,0.3789222609531786,0.054,0.238,0.184,-0.184,-0.314,-0.054,0.065,-0.47,0.47,0.26,0.226,0.292,3.843
8422,O=C(O)COc1ccc(Oc2ccccc2)cc1Oc1ccccc1,,0.0305019374057936,0.3248272587106145,0.022,0.1689999999999999,0.147,-0.147,-0.286,-0.009,0.039,-0.617,0.617,0.2769999999999999,0.255,0.191,3.607
8423,COc1ccc(CC(C(=O)O)c2ccc(O)cc2)c(O)c1,,0.0413062381254362,0.3076285759324079,0.013,0.146,0.133,-0.133,-0.2769999999999999,0.01,0.031,-0.97,0.97,0.287,0.264,0.159,3.482
8424,O=C(CCc1cocn1)N[C@H]1Cc2cccc(C(=O)O)c2OB1O,,0.0277089889204438,0.3706536634636562,0.031,0.2019999999999999,0.171,-0.171,-0.322,-0.021,0.049,-0.972,0.972,0.301,0.299,0.233,3.327
8425,Cc1occc1C(=O)N1CCC(C(=O)O)(n2cccn2)CC1,,0.0556752230961173,0.3232102885348856,0.009,0.142,0.134,-0.134,-0.296,0.0279999999999999,0.0279999999999999,-0.8959999999999999,0.8959999999999999,0.324,0.311,0.151,3.09
8426,O=C(O)c1[nH]c2ccc([N+](=O)[O-])cc2c1Cc1cccc(Cl)c1,,0.0085258427447519,0.3734098626268304,0.059,0.241,0.182,-0.182,-0.306,-0.059,0.067,-0.599,0.599,0.247,0.236,0.3,4.042
8427,COCCCCNC(=O)C1CCCN1S(=O)(=O)c1ccc(C(=O)O)o1,,0.0100693142761294,0.3844346592795269,0.0579999999999999,0.245,0.187,-0.187,-0.317,-0.057,0.068,-0.981,0.981,0.259,0.247,0.302,3.854
8428,CCc1cc(Cl)c(OCc2cccc(-c3cccc(COc4cc(OCc5cncc(C#N)c5)c(CN5CCC[C@H](C(=O)O)C5)cc4Cl)c3C)c2C)cc1OCc1cncc(C#N)c1,,0.0105103061422373,0.343091671831915,0.048,0.215,0.166,-0.166,-0.285,-0.048,0.0579999999999999,-0.989,0.989,0.237,0.235,0.263,4.221
8429,O=C(O)c1ccc2c(c1)[nH]c(=O)n2-c1nccs1,,0.018631906343057,0.3488245660913172,0.037,0.2019999999999999,0.165,-0.165,-0.297,-0.033,0.052,-0.628,0.628,0.264,0.239,0.239,3.783
8430,O=C(O)[C@@H]1c2ccccc2CCN1C(=O)c1ccc(-c2nc3ccccc3s2)o1,,0.0110615459748721,0.3439001569197794,0.048,0.214,0.166,-0.166,-0.286,-0.047,0.0579999999999999,-0.461,0.461,0.239,0.217,0.261,4.18
8431,CCn1nc2ccccc2c1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,,0.0215351027949338,0.2434642594137144,0.017,0.128,0.111,-0.111,-0.213,-0.009,0.03,-0.594,0.594,0.205,0.147,0.146,4.881
8432,CCCN1C(=O)CCCC(C(=O)O)C1c1ccc(C)o1,,0.0525515307111866,0.3298251665265035,0.01,0.149,0.139,-0.139,-0.3,0.023,0.03,-0.4270000000000001,0.4270000000000001,0.3229999999999999,0.316,0.159,3.097
8433,CCN(CC)C(=O)COc1cc(-c2cn[nH]c2)ccc1NC(=O)C1COc2ccc(OC)cc2C1.O=C(O)C(F)(F)F,,0.0317514143597659,0.3053501179575173,0.018,0.155,0.1369999999999999,-0.1369999999999999,-0.27,-0.003,0.035,-0.897,0.897,0.267,0.265,0.174,3.745
8434,CCC1CCC[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)C(O[C@@H](CC3CCCCC3)C(=O)O)C2NC(=O)C(F)(F)F)[C@@H]1OC1O[C@@H](C)[C@H](O)C(O)[C@@H]1O,,0.0640540685521666,0.3419524428444697,0.0069999999999999,0.146,0.139,-0.139,-0.314,0.037,0.0279999999999999,-0.868,0.868,0.351,0.34,0.154,2.849
8435,CC(=O)N(CN1C(=O)CC[C@@H]1C(=O)O)c1ccccc1Cl,,0.037594556585695,0.3570196649364882,0.021,0.181,0.16,-0.16,-0.316,-0.003,0.0409999999999999,-0.716,0.716,0.313,0.301,0.2019999999999999,3.193
8436,COCCNC(=O)N1c2ccccc2C(C(=O)O)CC1C,,0.0374475592969924,0.3595186188444328,0.022,0.183,0.161,-0.161,-0.318,-0.004,0.0409999999999999,-0.6729999999999999,0.6729999999999999,0.314,0.306,0.204,3.18
8437,Cc1cc(C)cc(CSCc2ccc(C(=O)O)cc2F)c1,,0.018631906343057,0.3405559686017948,0.036,0.1969999999999999,0.161,-0.161,-0.291,-0.031,0.05,-0.929,0.929,0.259,0.244,0.2319999999999999,3.858
8438,CC(CN(C)C(=O)NCc1ccc(C(C)(C)C)cc1)C(=O)O,,0.0497218329036612,0.3425036826771045,0.013,0.159,0.146,-0.146,-0.31,0.017,0.033,-0.62,0.62,0.327,0.321,0.172,3.062
8439,CCC(C)CCCC(C)CC(C)CC(=O)O,,0.0816569938743053,0.3768275495891663,0.005,0.153,0.148,-0.148,-0.35,0.055,0.027,-0.831,0.831,0.405,0.3979999999999999,0.158,2.471
8440,CC(C)(C)OC(=O)NCCOCCOCC(=O)N1C[C@@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C[C@H]1C(=O)O,,0.0278559862091464,0.3262237329532894,0.024,0.173,0.149,-0.149,-0.285,-0.013,0.0409999999999999,-0.415,0.415,0.272,0.246,0.1969999999999999,3.671
8441,N#CCCCCN1CCC(C(=O)O)c2ccccc21,,0.0407549982928013,0.2985147440328454,0.012,0.141,0.129,-0.129,-0.2689999999999999,0.011,0.03,-0.667,0.667,0.28,0.225,0.154,3.572
8442,CSCCCOc1ccc(C(=O)O)cc1[N+](=O)[O-],,0.0070558698577257,0.3651780144594836,0.061,0.24,0.179,-0.179,-0.297,-0.061,0.068,-0.997,0.997,0.237,0.2019999999999999,0.3,4.223
8443,C[S+](C)CC[C@@H](O)CC(=O)O,,0.0454589115312852,0.0012862262761479,0.0289999999999999,0.0069999999999999,-0.022,0.022,0.0069999999999999,0.038,0.008,-0.944,0.944,0.031,-0.3279999999999999,0.035,32.183
8444,Cn1ncc(C(=O)NC2CCCC2)c1C(=O)O,,0.0115760364853313,0.2560325275977883,0.03,0.152,0.122,-0.122,-0.216,-0.0279999999999999,0.04,-0.514,0.514,0.188,0.089,0.182,5.312
8445,O=C(O)Cc1c(-c2ccc(C(F)(F)F)cc2)[nH]c2c(Cl)cccc12,,0.0142219876819784,0.3334633494218934,0.04,0.2,0.16,-0.16,-0.281,-0.038,0.053,-0.574,0.574,0.243,0.222,0.24,4.121
8446,CC(=O)N1CCc2cc(S(=O)(=O)N3CCCC3C(=O)O)ccc21,,0.0269740024769307,0.3389389984260661,0.027,0.183,0.156,-0.156,-0.295,-0.017,0.044,-0.5379999999999999,0.5379999999999999,0.2789999999999999,0.239,0.21,3.59
8447,O=C(NCc1cc(Cl)cc2cc(C(=O)O)c(=O)[nH]c12)Nc1ccccn1,,0.0056593956150508,0.3718296417732772,0.066,0.249,0.183,-0.183,-0.3,-0.066,0.071,-0.645,0.645,0.235,0.228,0.315,4.261
8448,CCCCn1nc(C(C)(F)F)nc1Cc1ccc(-c2ccccc2C(=O)O)cc1,,0.021939345338866,0.3611355890201616,0.035,0.205,0.17,-0.17,-0.31,-0.0289999999999999,0.051,-0.614,0.614,0.281,0.26,0.24,3.565
8449,O=C(O)C1CCCN(C(=O)c2cc(F)ccc2[N+](=O)[O-])C1,,0.008305346811698,0.3908657906602664,0.063,0.254,0.191,-0.191,-0.32,-0.063,0.071,-0.969,0.969,0.257,0.24,0.317,3.897
8450,CCSCCC(C)N(C)C(=O)CCc1ccccc1C(=O)O,,0.0214248548284068,0.3201968441164819,0.0289999999999999,0.178,0.149,-0.149,-0.276,-0.023,0.044,-0.999,0.999,0.254,0.2319999999999999,0.208,3.942
8451,CNC(=O)OC1OC=C(C(=O)O)C2CCC(C)C12,,0.0424822164350571,0.3419524428444697,0.016,0.166,0.15,-0.15,-0.306,0.0069999999999999,0.036,-0.523,0.523,0.313,0.278,0.182,3.198
8452,O=C(O)CCCC(=O)c1cc(Br)c(Cl)s1,,0.0097385703765485,0.3898368096393482,0.06,0.25,0.19,-0.19,-0.321,-0.059,0.069,-0.583,0.583,0.261,0.235,0.309,3.827
8453,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(C(C)O)nc(-c3ccccc3)n2)CC1,,0.0150672220920185,0.3739611024594652,0.047,0.226,0.179,-0.179,-0.314,-0.045,0.06,-0.573,0.573,0.27,0.264,0.273,3.709
8454,NC(=O)CC(NC(=O)c1ccc2c(c1)nc(-c1ccc3nc(-c4ccccc4)cnc3c1)n2C1CCCCC1)C(=O)O,,0.0042996706945516,0.3659130009029968,0.069,0.25,0.181,-0.181,-0.293,-0.068,0.073,-0.585,0.585,0.225,0.21,0.319,4.448
8455,CC(C)CC(NC(=O)/C=C/c1ccc(Br)o1)C(=O)O,,0.0134870012384653,0.3365870418068241,0.042,0.204,0.162,-0.162,-0.283,-0.04,0.054,-0.507,0.507,0.242,0.193,0.246,4.124
8456,Cc1c(Cl)cccc1C(=O)N(C)CCCC(=O)O,,0.0357938397990879,0.3628995564845929,0.023,0.187,0.1639999999999999,-0.1639999999999999,-0.32,-0.0069999999999999,0.043,-0.523,0.523,0.313,0.308,0.21,3.192
8457,CCC1CCC(C)N1S(=O)(=O)c1cc(C(=O)O)cs1,,0.0220128439832173,0.3790325089197056,0.038,0.217,0.179,-0.179,-0.324,-0.033,0.055,-0.6920000000000001,0.6920000000000001,0.292,0.272,0.255,3.427
8458,O=C(O)C#Cc1ccc(OCc2cccc(-c3ccccc3)c2)cc1,,0.0206531190627181,0.349486053890479,0.035,0.1989999999999999,0.1639999999999999,-0.1639999999999999,-0.299,-0.0289999999999999,0.05,-0.575,0.575,0.27,0.266,0.2339999999999999,3.704
8459,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OC(C)(C)C)OC)N(C)C[C@@H](NC(=O)[C@H](C(C)C)N(C)CCCC(=O)O)C(C)C,,0.0437316933890294,0.2952440543592122,0.011,0.136,0.126,-0.126,-0.267,0.016,0.0279999999999999,-0.4579999999999999,0.4579999999999999,0.283,0.271,0.147,3.532
