,smiles,anchor,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
8250,CCOc1ccc(CN2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1OC.O=C(O)C(=O)O,O29,0.0145159822593837,0.309649788652069,0.036,0.183,0.148,-0.148,-0.262,-0.033,0.048,-0.994,0.994,0.2289999999999999,0.1989999999999999,0.2189999999999999,4.364
8251,CCS(=O)(=O)N1CCN(Cc2ccccc2C)CC1.O=C(O)C(=O)O,O21,0.0573656919161974,0.3247170107440875,0.008,0.142,0.134,-0.134,-0.297,0.03,0.027,-0.7509999999999999,0.7509999999999999,0.3279999999999999,0.32,0.15,3.053
8252,CCS(=O)(=O)N1CCN(C(C)C)CC1.O=C(O)C(=O)O,O15,0.0383662923513838,0.3375425241833911,0.018,0.168,0.15,-0.15,-0.3,0.001,0.037,-0.986,0.986,0.302,0.286,0.186,3.314
8253,O=C(O)C(=O)O.O=S(=O)(Cc1ccccc1)N1CCN(Cc2ccc(Br)cc2)CC1,O24,0.0373373113304654,0.3459948682837917,0.02,0.174,0.154,-0.154,-0.307,-0.002,0.039,-0.971,0.971,0.305,0.3,0.1939999999999999,3.275
8254,O=C(O)C(=O)O.c1coc(CN2CCN(C3CCCCC3)CC2)c1,O21,0.0173824293890848,0.3154194322336468,0.033,0.182,0.149,-0.149,-0.2689999999999999,-0.0289999999999999,0.046,-0.987,0.987,0.24,0.2189999999999999,0.215,4.159
8255,O=C(O)c1ccc(S(=O)(=O)c2ccc3c(c2)C(=O)N(NC(=O)c2ccc(O)cc2)C3=O)cc1,O27,0.0033809376401602,0.3974439193297088,0.08,0.2769999999999999,0.1969999999999999,-0.1969999999999999,-0.316,-0.079,0.0819999999999999,-0.99,0.99,0.237,0.205,0.357,4.218999999999999
8256,Cc1cccc(CN2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c1.O=C(O)C(=O)O,O24,0.0251732856903236,0.3146109471457824,0.025,0.1689999999999999,0.145,-0.145,-0.2739999999999999,-0.015,0.04,-0.848,0.848,0.259,0.2269999999999999,0.1939999999999999,3.862
8257,COc1ccc(CN2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c(OC)c1.O=C(O)C(=O)O,O28,0.0145159822593837,0.318910617840334,0.037,0.1889999999999999,0.152,-0.152,-0.27,-0.035,0.049,-0.983,0.983,0.235,0.226,0.2269999999999999,4.26
8258,O=C(O)C(=O)O.O=S(=O)(c1ccc(F)cc1)N1CCN(Cc2ccccc2F)CC1,O24,0.0335521311463729,0.3350803195976222,0.021,0.172,0.151,-0.151,-0.296,-0.006,0.039,-0.735,0.735,0.29,0.288,0.193,3.444
8259,CCCS(=O)(=O)N1CCN(Cc2ccc(OCc3ccccc3)c(OC)c2)CC1.O=C(O)C(=O)O,O30,0.0120537776736148,0.3108625162838656,0.039,0.1889999999999999,0.149,-0.149,-0.261,-0.038,0.05,-0.988,0.988,0.223,0.195,0.228,4.4910000000000005
8260,CC(C)N1CCN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1.O=C(O)C(=O)O,O20,0.0024622045857688,0.3596656161331354,0.075,0.254,0.179,-0.179,-0.284,-0.073,0.076,-0.985,0.985,0.211,0.204,0.3289999999999999,4.742
8261,COc1ccc(CN2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)cc1OCc1ccccc1.O=C(O)C(=O)O,O36,0.0231520729706626,0.3196456042838471,0.027,0.176,0.148,-0.148,-0.2769999999999999,-0.02,0.043,-0.988,0.988,0.257,0.226,0.203,3.885
8262,CCCS(=O)(=O)N1CCN(Cc2ccccc2Br)CC1.O=C(O)C(=O)O,O20,0.0183746610878274,0.332544616367502,0.035,0.192,0.157,-0.157,-0.284,-0.03,0.049,-0.99,0.99,0.254,0.23,0.226,3.942
8263,COc1ccc(S(=O)(=O)N2CCN(C(C)CCc3ccccc3)CC2)cc1.O=C(O)C(=O)O,O28,0.0291054631631187,0.2649993622086481,0.015,0.133,0.118,-0.118,-0.235,-0.001,0.03,-0.981,0.981,0.235,0.166,0.148,4.258
8264,O=C(O)C(=O)O.O=[N+]([O-])c1cccc(CN2CCN(CC3CC=CCC3)CC2)c1,O24,0.0120170283514391,0.3675667204009013,0.05,0.228,0.178,-0.178,-0.306,-0.05,0.062,-0.981,0.981,0.256,0.243,0.2789999999999999,3.903
8265,O=C(O)C(=O)O.O=S(=O)(Cc1ccccc1)N1CCN(Cc2ccco2)CC1,O23,0.0475168735731219,0.2860934731374741,0.008,0.128,0.119,-0.119,-0.261,0.022,0.025,-0.926,0.926,0.283,0.242,0.136,3.529
8266,O=C(O)C(=O)O.O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCN(C2CCCC2)CC1,O22,0.1839303574891532,0.5119548072290496,0.575,0.7390000000000001,0.1639999999999999,-0.1639999999999999,-0.185,-0.143,0.327,-0.382,0.382,0.0409999999999999,-0.111,1.315,24.341
8267,COc1cccc(CN2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c1OC.O=C(O)C(=O)O,O27,0.0165739443012204,0.3429079252210367,0.039,0.2019999999999999,0.163,-0.163,-0.291,-0.036,0.052,-0.996,0.996,0.255,0.245,0.241,3.92
8268,CCOc1ccccc1CN1CCN(S(=O)(=O)c2ccc(NC(C)=O)cc2)CC1.O=C(O)C(=O)O,O29,0.023850310092,0.3331326055223125,0.0289999999999999,0.183,0.155,-0.155,-0.288,-0.021,0.045,-0.959,0.959,0.268,0.258,0.212,3.737
8269,Fc1ccc(CN2CCN(Cc3ccccn3)CC2)cc1.O=C(O)C(=O)O,O22,0.0339931230124808,0.3380937640160259,0.021,0.173,0.152,-0.152,-0.299,-0.005,0.039,-0.992,0.992,0.293,0.278,0.1939999999999999,3.41
8270,CCOC(=O)N1CCC(N2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)CC1.O=C(O)C(=O)O,O28,0.0089300852886841,0.3532712340745714,0.054,0.226,0.172,-0.172,-0.291,-0.054,0.062,-0.967,0.967,0.237,0.218,0.28,4.215
8271,COc1ccc(CN2CCN(S(=O)(=O)c3ccc([N+](=O)[O-])cc3)CC2)cc1OC.O=C(O)C(=O)O,O28,0.0021314606861879,0.3499270457565868,0.074,0.248,0.174,-0.174,-0.276,-0.072,0.074,-0.973,0.973,0.203,0.166,0.3229999999999999,4.919
8272,CCOc1ccc(CN2CCN(S(=O)(=O)c3ccccc3[N+](=O)[O-])CC2)cc1OC.O=C(O)C(=O)O,O29,0.0030134444184037,0.3211155771708733,0.063,0.223,0.159,-0.159,-0.256,-0.062,0.065,-0.997,0.997,0.193,0.163,0.286,5.175
8273,COc1ccc(Br)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1.O=C(O)C(=O)O,O26,0.0118332817405609,0.3454068791289812,0.046,0.213,0.1669999999999999,-0.1669999999999999,-0.288,-0.045,0.057,-0.958,0.958,0.243,0.235,0.26,4.122
8274,CCCS(=O)(=O)N1CCN(Cc2ccccc2OC)CC1.O=C(O)C(=O)O,O22,0.0251732856903236,0.3293841746603957,0.027,0.179,0.152,-0.152,-0.286,-0.018,0.043,-0.994,0.994,0.268,0.255,0.206,3.726
8275,CC(CCc1ccccc1)N1CCN(S(C)(=O)=O)CC1.O=C(O)C(=O)O,O21,0.0203958738074885,0.3002787114972769,0.027,0.1669999999999999,0.14,-0.14,-0.259,-0.021,0.0409999999999999,-0.52,0.52,0.239,0.165,0.1939999999999999,4.191
8276,CCS(=O)(=O)N1CCN(Cc2c[nH]c3ccccc23)CC1.O=C(O)C(=O)O,O22,0.0288482179078891,0.306232101689733,0.021,0.159,0.139,-0.139,-0.2689999999999999,-0.008,0.037,-0.5820000000000001,0.5820000000000001,0.262,0.246,0.18,3.824
8277,COc1ccc(CN2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c(OC)c1OC.O=C(O)C(=O)O,O29,0.0146629795480863,0.2984044960663185,0.033,0.175,0.142,-0.142,-0.253,-0.031,0.045,-0.998,0.998,0.223,0.2019999999999999,0.209,4.4910000000000005
8278,CCS(=O)(=O)N1CCN(Cc2cccc(OC)c2)CC1.O=C(O)C(=O)O,O21,0.0224170865271495,0.3215933183591568,0.0279999999999999,0.178,0.15,-0.15,-0.278,-0.021,0.044,-0.471,0.471,0.257,0.238,0.206,3.892
8279,CCS(=O)(=O)N1CCN(Cc2cccnc2)CC1.O=C(O)C(=O)O,O18,0.034617861489467,0.298992485221129,0.016,0.148,0.132,-0.132,-0.266,0.002,0.033,-0.967,0.967,0.2689999999999999,0.2239999999999999,0.1639999999999999,3.724
8280,CCOc1ccc(CN2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1.O=C(O)C(=O)O,O27,0.016610693623396,0.3250110053214927,0.035,0.19,0.154,-0.154,-0.276,-0.032,0.049,-0.911,0.911,0.244,0.238,0.225,4.093
8281,Fc1ccc(CN2CCN(CCCc3ccccc3)CC2)cc1.O=C(O)C(=O)O,O26,0.0402405077823422,0.3311113928026514,0.016,0.162,0.145,-0.145,-0.296,0.005,0.035,-0.983,0.983,0.301,0.299,0.178,3.321
8282,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(Cc3c[nH]c4ccccc34)CC2)cc1.O=C(O)C(=O)O,O29,0.0266800078995255,0.3065260962671383,0.022,0.162,0.14,-0.14,-0.268,-0.011,0.038,-0.915,0.915,0.257,0.253,0.184,3.891
8283,O=C(O)C(=O)O.O=[N+]([O-])c1ccccc1CN1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,O24,0.0124947695397226,0.3509560267775052,0.046,0.216,0.1689999999999999,-0.1689999999999999,-0.293,-0.045,0.0579999999999999,-0.931,0.931,0.248,0.204,0.262,4.033
8284,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(Cc3ccc([N+](=O)[O-])cc3)CC2)cc1.O=C(O)C(=O)O,O27,0.0085993413891032,0.358857131045271,0.0559999999999999,0.231,0.175,-0.175,-0.295,-0.055,0.064,-0.963,0.963,0.239,0.22,0.286,4.178
8285,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(C3CCCCCCC3)CC2)cc1.O=C(O)C(=O)O,O27,0.0242913019581079,0.33467607705369,0.0289999999999999,0.184,0.155,-0.155,-0.29,-0.02,0.045,-0.974,0.974,0.27,0.252,0.212,3.708
8286,O=C(O)C(=O)O.O=[N+]([O-])c1cccc(CN2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)c1,O28,0.0095548237656702,0.3771215441665716,0.057,0.241,0.184,-0.184,-0.31,-0.057,0.067,-0.597,0.597,0.253,0.252,0.298,3.946
8287,CCCS(=O)(=O)N1CCN(Cc2ccc(OC)cc2)CC1.O=C(O)C(=O)O,O22,0.0299874468953344,0.30634234965626,0.02,0.158,0.138,-0.138,-0.27,-0.006,0.036,-0.979,0.979,0.264,0.223,0.178,3.787
8288,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(Cc3cccc(Oc4ccccc4)c3)CC2)cc1.O=C(O)C(=O)O,O33,0.0174559280334361,0.3438634075976037,0.038,0.201,0.163,-0.163,-0.292,-0.034,0.052,-0.947,0.947,0.258,0.249,0.239,3.875
8289,CC(=O)Nc1ccc(S(=O)(=O)N2CCN(Cc3ccccn3)CC2)cc1.O=C(O)C(=O)O,O25,0.015544963280302,0.3619073247858504,0.044,0.217,0.173,-0.173,-0.305,-0.0409999999999999,0.057,-0.964,0.964,0.264,0.251,0.26,3.792
8290,CSc1ccc(CN2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)cc1.O=C(O)C(=O)O,O25,0.0163534483681664,0.3161176693549842,0.034,0.184,0.15,-0.15,-0.2689999999999999,-0.031,0.047,-0.995,0.995,0.238,0.209,0.218,4.199
8291,O=C(CSc1ccccc1)Nc1ccc(Br)cc1C(=O)O,O18,0.0142954863263297,0.3404457206352678,0.042,0.205,0.163,-0.163,-0.287,-0.04,0.054,-0.961,0.961,0.247,0.236,0.246,4.047
8292,CCCS(=O)(=O)N1CCN(Cc2ccc(Cl)cc2)CC1.O=C(O)C(=O)O,O20,0.0344341148785887,0.3014914391290736,0.016,0.15,0.134,-0.134,-0.268,0.001,0.033,-0.903,0.903,0.27,0.221,0.166,3.706
8293,CCC[C@@H](NC(=O)/C=C/c1c(F)cccc1Cl)C(=O)O,,0.0146629795480863,0.3702861702418997,0.047,0.224,0.178,-0.178,-0.311,-0.045,0.059,-0.393,0.393,0.266,0.25,0.271,3.757
8294,O=C(CCC1CCCCO1)NCC1CCCCC1C(=O)O,,0.068059744669313,0.3311113928026514,0.006,0.1369999999999999,0.132,-0.132,-0.306,0.043,0.025,-0.889,0.889,0.35,0.347,0.143,2.86
8295,O=C(O)COc1ccc([N+](=O)[O-])cc1C(=O)C1C=NN(c2ccccc2Br)C1,,0.0027561991631741,0.3615398315640937,0.074,0.254,0.179,-0.179,-0.286,-0.072,0.075,-0.983,0.983,0.214,0.176,0.328,4.677
8296,CC(=O)O[C@H]1C[C@@]2(C)[C@H](C[C@@H](O)[C@@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)C4CC[C@@]32C)C1=C(CCC=C(C)C)C(=O)O.CC(=O)O[C@]1(C(=O)CO)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,0.0193668927865701,0.3538224739072063,0.037,0.204,0.1669999999999999,-0.1669999999999999,-0.302,-0.033,0.052,-0.995,0.995,0.269,0.253,0.241,3.712
8297,CC#CCOc1ccc(SC(C(=O)O)c2ccc3ccccc3c2)cc1,,0.0257612748451341,0.3139862086687963,0.024,0.168,0.144,-0.144,-0.274,-0.014,0.04,-0.948,0.948,0.26,0.253,0.192,3.849
8298,CC(CCc1cccn1C)NC(=O)[C@@H]1CC[C@H](C(=O)O)O1,,0.0514123017237413,0.2762814041165742,0.006,0.119,0.112,-0.112,-0.254,0.029,0.022,-0.989,0.989,0.283,0.252,0.125,3.533
8299,CSc1nnc(Sc2ccc(C(=O)O)nn2)s1,,0.0044099186610786,0.3906085454050369,0.074,0.267,0.193,-0.193,-0.313,-0.074,0.078,-0.79,0.79,0.239,0.237,0.342,4.183
8300,CC(C)(CCNC(=O)CCCOc1cccc2ccccc12)C(=O)O,,0.0282602287530786,0.3075550772880566,0.021,0.161,0.14,-0.14,-0.27,-0.009,0.037,-0.384,0.384,0.261,0.217,0.182,3.829
8301,O=C(O)COCCCCN1C(=O)CC[C@@H]1/C=C/CCCCCCO,,0.0648993029622067,0.3396004862252277,0.0069999999999999,0.144,0.1369999999999999,-0.1369999999999999,-0.313,0.038,0.027,-0.821,0.821,0.351,0.341,0.151,2.852
8302,Cc1ccc(-c2nc(CC(=O)NCC(C)C(=O)O)cs2)o1,,0.014479232937208,0.3383510092712555,0.041,0.203,0.162,-0.162,-0.285,-0.039,0.053,-0.475,0.475,0.246,0.208,0.244,4.058
8303,CCCCCc1ccc(C(=O)Oc2cc(C#N)ccc2-c2ccccc2)c(-c2ccccc2C(=O)O)c1,,0.0168311895564499,0.3729321214385468,0.044,0.222,0.178,-0.178,-0.315,-0.041,0.058,-0.565,0.565,0.274,0.272,0.266,3.648
8304,CSc1cc(Oc2ccc(C(=O)O)cc2Cl)ncn1,,0.0152877180250724,0.3645165266603218,0.044,0.219,0.175,-0.175,-0.307,-0.042,0.058,-0.953,0.953,0.265,0.236,0.264,3.779
8305,CCCC1CCC(c2ccc(C(=O)O)c(F)c2F)CC1,,0.0252467843346749,0.3795837487523404,0.035,0.212,0.177,-0.177,-0.327,-0.027,0.052,-0.643,0.643,0.3,0.295,0.247,3.33
8306,Cc1cc(C(=O)O)cc(N2CCC(C(N)=O)C2)n1,,0.0166841922677473,0.3467666040494805,0.039,0.204,0.165,-0.165,-0.294,-0.036,0.053,-0.613,0.613,0.258,0.222,0.244,3.879
8307,CCCCCOC(C)=O.COC(C)CCO.COCC(C)C(=O)O,,7.349864435130999e-05,0.4139443649865778,0.122,0.328,0.207,-0.207,-0.308,-0.106,0.106,-0.952,0.952,0.202,0.195,0.45,4.961
8308,CCNC(=O)CCCC(=O)N(Cc1ccccc1)C(C)C(=O)O,,0.0488398491714454,0.349265557957425,0.014,0.1639999999999999,0.15,-0.15,-0.315,0.015,0.034,-0.462,0.462,0.33,0.32,0.178,3.034
8309,CN(CC(=O)O)c1ccc(N=Nc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,,0.001800716786607,0.3717193938067502,0.0819999999999999,0.267,0.185,-0.185,-0.291,-0.079,0.08,-0.581,0.581,0.213,0.175,0.348,4.702
8310,Cc1csc(/C=C(/C(=O)O)c2ccc(Br)cc2)c1,,0.009150581221738,0.336807537739878,0.05,0.214,0.1639999999999999,-0.1639999999999999,-0.278,-0.05,0.059,-0.517,0.517,0.228,0.195,0.264,4.377
8311,CCc1ccc(-n2cnnc2)c(C(=O)O)c1,,0.032376152836752,0.3480895796478041,0.024,0.182,0.158,-0.158,-0.306,-0.01,0.042,-0.764,0.764,0.296,0.29,0.205,3.374
8312,NC(=O)c1ccc(Cl)cc1OC1CCN(CC(=O)O)C1=O,,0.0285909726526595,0.3661702461582264,0.029,0.198,0.1689999999999999,-0.1689999999999999,-0.319,-0.019,0.048,-0.537,0.537,0.3,0.286,0.228,3.337
8313,CC(C)N(CC(=O)O)C(=O)[C@@H]1CCCO1,,0.0636130766860588,0.3319933765348672,0.0069999999999999,0.141,0.134,-0.134,-0.306,0.037,0.026,-0.84,0.84,0.343,0.335,0.148,2.914
8314,CCC(C)(C)NC(=O)CSc1ccc(Br)c(C(=O)O)c1,,0.0156919605690046,0.3457376230285621,0.04,0.205,0.165,-0.165,-0.292,-0.038,0.054,-0.6459999999999999,0.6459999999999999,0.254,0.213,0.246,3.931
8315,O=C(O)CCCN1CC[C@@H](COCc2ccccc2)C1,,0.0546094927530233,0.3015281884512492,0.0069999999999999,0.131,0.123,-0.123,-0.277,0.03,0.025,-0.88,0.88,0.306,0.276,0.138,3.263
8316,CN(CCCC(=O)O)C(=O)CCCc1cc(Cl)sc1Cl,,0.0395422706610047,0.3247537600662632,0.016,0.159,0.143,-0.143,-0.29,0.005,0.034,-0.423,0.423,0.295,0.273,0.175,3.384
8317,O=C(NCc1cc(Br)cs1)Nc1cccc(F)c1C(=O)O,,0.0323394035145763,0.3432386691206176,0.023,0.178,0.155,-0.155,-0.302,-0.009,0.041,-0.755,0.755,0.293,0.287,0.201,3.411
8318,COc1c(Cl)c(C)c(Cl)c(C)c1C#CC(=O)O,,0.0127520147949522,0.3507722801666269,0.046,0.215,0.1689999999999999,-0.1689999999999999,-0.293,-0.045,0.057,-0.6659999999999999,0.6659999999999999,0.249,0.228,0.261,4.021
8319,CCCN(CC(=O)O)C(=O)c1cc(S(=O)(=O)N2CCCC2)c(C)o1,,0.0261287680668906,0.3666479873465099,0.032,0.202,0.17,-0.17,-0.317,-0.023,0.049,-0.535,0.535,0.294,0.277,0.234,3.398
8320,O=C(O)c1ccc([N+](=O)[O-])cc1Sc1ncccc1Cl,,0.0033074389958089,0.3753208273799644,0.075,0.261,0.186,-0.186,-0.298,-0.074,0.077,-0.757,0.757,0.225,0.175,0.336,4.453
8321,CCN(CC(=O)O)C(=O)Nc1ccccc1C(F)(F)F,,0.0305754360501449,0.3473178438821153,0.025,0.183,0.158,-0.158,-0.304,-0.012,0.043,-0.602,0.602,0.292,0.27,0.208,3.425
8322,O=C(O)C(C1CC1)n1cc([N+](=O)[O-])cn1,,0.0226743317823791,0.4102694327690123,0.043,0.236,0.194,-0.194,-0.35,-0.037,0.06,-0.6779999999999999,0.6779999999999999,0.313,0.304,0.279,3.196
8323,CC(C)OC1(C(=O)O)CCc2ccccc21,,0.0383662923513838,0.2877104433132029,0.012,0.1369999999999999,0.125,-0.125,-0.259,0.009,0.029,-0.93,0.93,0.268,0.21,0.149,3.73
8324,COc1ccc(OC)c(C2=CC3CC(C(C)(C)C)n4cc(C(=O)O)c(=O)cc4C3=C2)c1OC,,0.0181909144769492,0.3123692384930674,0.031,0.178,0.147,-0.147,-0.267,-0.027,0.045,-0.6459999999999999,0.6459999999999999,0.241,0.238,0.21,4.155
8325,O=C(O)CCN(CCc1cccnc1)C(=O)c1ccccc1-c1ccccc1C(=O)N1Cc2ccccc2C[C@H]1CO,,0.0159492058242342,0.2844397536395696,0.029,0.1639999999999999,0.134,-0.134,-0.243,-0.026,0.041,-0.998,0.998,0.218,0.161,0.193,4.597
8326,CCCOC(=O)c1ccc(-c2ccc(Cl)cc2Cl)cc1NC(=O)c1cc(C(C)=O)ccc1C(=O)O,,0.0056593956150508,0.3803554845180291,0.068,0.255,0.187,-0.187,-0.307,-0.068,0.073,-0.905,0.905,0.239,0.227,0.3229999999999999,4.177
8327,CC1CN1C(=O)c1cccc(C(=O)O)c1,,0.0204326231296641,0.3915640277816039,0.042,0.228,0.186,-0.186,-0.333,-0.038,0.058,-0.818,0.818,0.295,0.285,0.27,3.384
8328,CC(NC(=O)/C(C#N)=C\N(C)c1ccc(O)cc1)C(=O)O,,0.0264227626442959,0.3171833996980782,0.024,0.1689999999999999,0.145,-0.145,-0.277,-0.014,0.04,-0.505,0.505,0.263,0.214,0.193,3.797
8329,CC(=CC(=O)O)CN(C)Cc1cccnc1,,0.0341401203011834,0.3484203235473849,0.022,0.18,0.157,-0.157,-0.307,-0.0069999999999999,0.041,-0.856,0.856,0.3,0.296,0.202,3.329
8330,Cc1nc2c(C(=O)O)cccc2n1CCC(C)(C)C,,0.0253202829790262,0.3542267164511385,0.031,0.195,0.1639999999999999,-0.1639999999999999,-0.307,-0.022,0.048,-0.444,0.444,0.285,0.282,0.226,3.515
8331,O=C(CCN1C(=O)C(=Cc2cc(-c3ccc(F)c(F)c3)cs2)SC1=S)Nc1cccc(C(=O)O)c1,,0.0004777411882835,0.3670522298904421,0.091,0.275,0.183,-0.183,-0.282,-0.085,0.085,-0.602,0.602,0.197,0.176,0.366,5.08
8332,CCCCSCC(=O)N(C)CC(=O)O,,0.066038531949652,0.3207480839491167,0.005,0.133,0.127,-0.127,-0.297,0.042,0.024,-0.875,0.875,0.339,0.319,0.138,2.95
8333,CC(=O)N(C1C(=O)N2CC(CSc3nnnn3CCNC(N)=O)(C(=O)O)CS[C@H]12)n1cnnn1,,0.0423352191463545,0.3612825863088642,0.019,0.178,0.159,-0.159,-0.322,0.003,0.039,-0.8690000000000001,0.8690000000000001,0.325,0.322,0.197,3.072
8334,CCOCc1cccc(NC(=O)CC2(C(=O)O)CCC2)c1,,0.0474433749287705,0.3169996530872,0.011,0.146,0.135,-0.135,-0.287,0.018,0.03,-0.469,0.469,0.305,0.279,0.157,3.28
8335,COc1ccc(/C=C\C(=O)N2CCC(C(=O)O)CC2)cc1OC,,0.0263492639999446,0.3063056003340844,0.023,0.162,0.14,-0.14,-0.268,-0.012,0.038,-0.573,0.573,0.256,0.218,0.185,3.903
8336,O=C(O)C1CCCN(C(c2ccc(Cl)c(C(F)(F)F)c2)c2ccc3cnccc3c2)C1,,0.0177131732886657,0.3566154223925561,0.04,0.209,0.1689999999999999,-0.1689999999999999,-0.303,-0.036,0.054,-0.369,0.369,0.267,0.251,0.249,3.75
8337,Cc1cnc(CNC(=O)N[C@H]2CC[C@@H](C(=O)O)C2)s1,,0.0435846961003268,0.3462521135390213,0.016,0.168,0.151,-0.151,-0.31,0.008,0.036,-0.411,0.411,0.318,0.31,0.184,3.147
8338,CC(CC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,,0.0284072260417813,0.3563214278151508,0.028,0.192,0.1639999999999999,-0.1639999999999999,-0.31,-0.017,0.046,-0.928,0.928,0.293,0.282,0.22,3.4130000000000003
8339,CC(C)(Sc1ncccc1-c1cccc2scnc12)C(=O)O,,0.0234460675480678,0.3193148603842662,0.027,0.175,0.148,-0.148,-0.277,-0.019,0.042,-0.7909999999999999,0.7909999999999999,0.258,0.234,0.202,3.878
8340,N#CCN(CCc1c[nH]c2ccccc12)CC(=O)O,,0.0375210579413437,0.3146844457901337,0.016,0.155,0.139,-0.139,-0.281,0.004,0.034,-0.448,0.448,0.285,0.264,0.17,3.512
8341,CC(C)[C@@H](SC(=O)c1ccccc1)C(=O)O[C@@](Br)(C(=O)O)C(C)C,,0.021718849405812,0.3732628653381277,0.038,0.213,0.176,-0.176,-0.32,-0.032,0.054,-0.682,0.682,0.288,0.272,0.251,3.478
8342,O=C(O)C(Cc1ccccc1)N1C(=O)OC[C@H]1c1ccccc1,,0.0432172028785702,0.349486053890479,0.017,0.17,0.153,-0.153,-0.313,0.006,0.037,-0.928,0.928,0.319,0.31,0.187,3.133
8343,CC(C)(C)c1cc(CC(=O)O)c2ccccc2n1,,0.0205061217740154,0.3477220864260475,0.035,0.198,0.1639999999999999,-0.1639999999999999,-0.298,-0.029,0.05,-0.39,0.39,0.269,0.251,0.233,3.724
8344,CC(C)CN(CCN(C)C)C(=O)CSCC(=O)O,,0.0468186364517844,0.3123692384930674,0.011,0.144,0.133,-0.133,-0.283,0.017,0.029,-0.982,0.982,0.301,0.278,0.155,3.3280000000000003
8345,CC1CN(CC(=O)O)c2c(ccc3ccccc23)O1,,0.0218658466945147,0.3192781110620906,0.029,0.177,0.149,-0.149,-0.276,-0.022,0.044,-0.46,0.46,0.254,0.222,0.206,3.935
8346,CC(CCC(=O)O)NC(=O)N1CCC(C)(C(N)=O)C1,,0.0737926389287152,0.3454068791289812,0.005,0.141,0.136,-0.136,-0.32,0.049,0.025,-0.942,0.942,0.369,0.365,0.146,2.708
8347,C#CCN(CCC)C(=O)NC(C)(CCC)C(=O)O,,0.0751523638492144,0.3327283629783803,0.004,0.133,0.129,-0.129,-0.31,0.052,0.023,-0.8220000000000001,0.8220000000000001,0.362,0.346,0.1369999999999999,2.762
8348,CCc1cc(C(Cc2ccccc2OC)C(=O)O)ncn1,,0.0359775864099662,0.3208583319156437,0.018,0.16,0.142,-0.142,-0.285,0.0,0.035,-0.929,0.929,0.286,0.257,0.178,3.498
8349,CCC(CC)C(=O)N(CC(C)C(=O)O)C(C)C,,0.0688682297571774,0.3288696841499365,0.005,0.135,0.13,-0.13,-0.305,0.045,0.024,-0.918,0.918,0.349,0.339,0.14,2.862
8350,COc1ccc(CC(=O)O)cc1Oc1ccc(C(F)(F)F)cc1CN1C(=O)OC(c2ccccc2)[C@@H]1C,,0.0368228208200063,0.3252682505767224,0.018,0.162,0.144,-0.144,-0.289,0.001,0.036,-0.5660000000000001,0.5660000000000001,0.29,0.272,0.18,3.443
8351,O=C(O)C1(C(=O)NCC2(Cc3ccccc3)CCCC2)CC1,,0.0543522474977937,0.3403354726687409,0.011,0.154,0.143,-0.143,-0.31,0.024,0.031,-0.405,0.405,0.333,0.322,0.1639999999999999,3.0
8352,O=C(O)c1cn(C2CC2)c2cc(N(CC3CCCO3)c3cncc(Cl)n3)c(F)cc2c1=O,,0.0085258427447519,0.3472075959155884,0.053,0.223,0.1689999999999999,-0.1689999999999999,-0.286,-0.053,0.062,-0.618,0.618,0.232,0.224,0.276,4.303999999999999
8353,CNC(=O)CC(NC(=O)OCc1ccc([N+](=O)[O-])cc1)C(=O)O,,0.0088565866443328,0.3954594559322233,0.063,0.256,0.193,-0.193,-0.324,-0.063,0.071,-0.996,0.996,0.261,0.257,0.319,3.826
